,characteristics,rating,REF
1894,"chunky, rich and spicy",3.75,516
1895,"bitter, coffee, cocoa",3.0,531
1896,"mild fruit, woody",3.25,1658
1897,"powdery, roasty, off flavor",3.0,2342
1898,"rich cocoa, off flavor",3.0,2342
1899,"fruity, rich, grassy",3.5,2700
1900,"swiss miss, pistachio, rich",3.0,2462
1901,"sweet, cream, cherry, rich",3.5,2462
1902,"creamy, fruity, mocha",3.5,2462
1903,"banana, earthy ending",2.5,1772
1904,"intense, dried fruit, roasty",3.25,1311
1905,"intense smoke, medicinal",2.5,1315
1906,"tobacco, woody, rum",3.25,1319
1907,"intense, floral, leather",3.5,1319
1908,"coarse, earthy, metal, sweet",2.5,1506
1909,"dry, sandy, earthy, leathery",2.75,1506
1910,"metal, earthy, pungent",2.75,1510
1911,"metal, molasses, roasty",2.75,1510
1912,"chunky, dairy, nutty, rich",3.25,1510
1913,"sandy, dried fruit, earthy",3.0,2530
1914,"slightly bitter, earthy, fruity",3.0,2530
1915,"raisins, grapes, tart",3.25,2530
1916,"molasses, banana, chemical",2.5,829
1917,"dry, red berry, off note",2.75,829
1918,"sweet, spoiled milk, vegetal",2.75,2582
1919,tart with woody undertones,3.0,2582
1920,"extra sweet, nutty, deep cocoa",3.0,2586
1921,"bright red fruit,smoke,powerful",3.75,607
1922,"grass,chewy,nibs add bitterness",3.5,647
1923,"fudgey, mild smoke",3.0,654
1924,"grassy, earthy",2.75,789
1925,"mint, candied",3.5,789
1926,"mildy nutty, cocoa, spice",3.75,1387
1927,"dense, rich, nuanced",3.75,1820
1928,"marshmallow, distinquished",4.0,2076
1929,"light cocoa, dairy,faint cinnamon",3.75,2538
1930,"anise, cocoa, dried fruit",3.75,2622
1931,"creamy, spicy",3.75,32
1932,"smoke dominates, mild fruit",3.0,40
1933,"vegetal, fruit, smoke",3.75,93
1934,"earthy, tobacco, mushroom",3.0,99
1935,"sandy, roasty, cocoa",3.0,99
1936,"tart, fruit, cocoa",3.5,99
1937,"creamy, fatty, burnt",3.0,105
1938,"large nibs, spicy, cocoa",4.0,162
1939,"fatty, mild fruit, bitter, smoke",3.0,202
1940,"sandy, sour",2.0,280
1941,"complex, herbal, sour",3.5,280
1942,"creamy, burnt,ashey, lemon",2.0,451
1943,"nutty, red berry, rich",3.5,486
1944,"burnt nuts, subtle fruit",3.25,717
1945,"subdued, floral, nutty, fatty",3.25,1446
1946,"complex, smoke, intense, ham",3.0,2406
1947,"fruit, woody, ashey, fatty",3.0,2410
1948,"roasty, black licorice, rubbery",3.0,2410
1949,"tobacco,deep cocoa, sl. burnt",3.25,2410
1950,"deep cocoa, fatty, mild ashey",3.5,2410
1951,"high acidity,roasty,sour,chalky",3.0,2414
1952,"rich cocoa, fatty, roasty",3.25,2414
1953,"spicy, cocoa",3.5,2414
1954,"sandy, coffee, sweet, roasty",3.0,2418
1955,"dried fruit, floral",3.5,2418
1956,"sour palm, rich cocoa, fruit",3.25,2118
1957,"molasses, coffee, cocoa",3.25,2118
1958,"fruit, tart, fertilzer",2.75,2318
1959,"nutty, fuel, intense",2.75,1223
1960,"perfume, roasted caramel",3.0,1223
1961,"long, mellow, buttery",3.25,1223
1962,"floral, slightly burnt, intense",2.75,1227
1963,"dark berry, mild floral",3.5,1502
1964,"dairy, butterscotch, caramel",3.5,1530
1965,"chunky, earthy, rubber",2.75,1688
1966,"floral, grain, deep cocoa",3.5,1872
1967,"sticky, mild, hay, honey",3.75,1956
1968,dominant savory,3.25,2166
1969,"fatty, vanilla, orange",2.75,931
1970,"intense, fig, roasty, citrus",3.5,1984
1971,"few grits, strong floral",3.25,1988
1972,intense smoke,3.25,1988
1973,"spice, sunflower",3.5,1988
1974,"peanut, soy, sunflower",3.75,1988
1975,"sweet, intense banana",3.0,935
1976,"muted, banana, hot cocoa",3.25,935
1977,"sticky, intense, roasty, fruit",3.25,1057
1978,"mild bitter, banana, citrus",3.5,1057
1979,"creamy, too sweet, sour",2.75,1069
1980,"tannic, fruity, cocoa",3.25,1069
1981,"pungent, grapes",3.0,2238
1982,"bold, nutty, floral, wine",3.75,2426
1983,"intense plum, harsh woody",3.5,2470
1984,grapes and honey,4.0,2506
1985,"bold, fig w/ floral undertone",3.75,2594
1986,"gritty, waxy, leather",2.75,1796
1987,"waxy, gritty, spicy, hammy",3.0,1800
1988,"creamy, pasty, bitter, cocoa",3.5,785
1989,"gritty, sticky, candied",3.25,959
1990,"refined, honey, rubber",2.75,1708
1991,"pungent, green, citrus",3.0,1788
1992,green,3.25,2032
1993,basic cocoa,3.5,2032
1994,"Easter candy, burnt",2.75,470
1995,slightly dry and super spicey,3.0,565
1996,"oily, intense vinegar",2.5,1558
1997,"fruity, melon",3.25,1562
1998,"dried fruit, raisins, nutty",3.5,1562
1999,"fruit, yogurt, astringent",3.25,2668
2000,"fatty, cocoa",3.25,1872
2001,"creamy, complex, maple",3.75,2158
2002,dominant spice,3.75,2158
2003,"floral, malt, high astringcy",3.5,2166
2004,"floral, roasted cacao, dirty",3.5,2330
2005,"grassy, earthy, roasty, dirty",3.5,2334
2006,"gateway, nutty, rich cocoa",3.5,2618
2007,"smooth, green, vegetal",2.5,867
2008,"cinamon, hazelnut, roasty",3.0,147
2009,"creamy, caramel, dairy",3.5,147
2010,"vanilla, dark roast, spicy",3.75,170
2011,"strong rubber, off chemical",2.5,439
2012,"strong spicey, earthy green",3.25,494
2013,"dark berry, woody,astringent",3.5,745
2014,"dark berry, tropical, nutty",4.0,891
2015,"dried fruit, nut, bitter, roasty",3.25,967
2016,"orange, heavy roast",3.5,979
2017,"thick, slow, pure",3.75,1089
2018,"intense, roasty, spice",3.0,1181
2019,"mild bitter, woody, bourbon",3.5,1466
2020,"sticky, woody",3.5,1466
2021,"floral, bourbon, balanced",3.75,1860
2022,"smooth, coffee, rich cocoa",3.75,2008
2023,"complex, honey, fruit, nut",3.5,2282
2024,"rich brownie, dried fruit",3.5,2418
2025,"tart fruit, roasty",3.5,2514
2026,"muted, heavy roast",3.0,2080
2027,"fatty, rubbery, nutty",2.5,2354
2028,"fatty, rubbery, off",2.5,2354
2029,"dried fruit, intense",3.25,1844
2030,"fatty, honey, slight sour",3.25,1844
2031,"roasty, coffee, intense",3.25,1844
2032,"rich cocoa, nutty",3.25,1061
2033,"basic cocoa, large nibs",3.25,1061
2034,"earthy, mild nutty",3.5,923
2035,"nutty, earthy, mild off note",2.75,213
2036,"sandy, heavy roast, woody",2.75,213
2037,"raisins, sour, roasty",3.0,213
2038,"dry, honey, roasty",3.0,213
2039,"mint, sweet spices",3.5,327
2040,"smooth,intense,fruit, complex",3.75,565
2041,"rich brownie, roasty, sour",3.0,793
2042,"floral, bourbon, mocha",3.75,979
2043,"creamy, heavy roast, citrus",3.5,1038
2044,"sticky, earthy, smokey",3.5,1081
2045,"smooth, banana, tart, roasty",4.0,1081
2046,"intense, dark berry, spice",3.75,1193
2047,"red fruit, intense, earthy",3.75,1209
2048,"deep, rich, nutty, roasty",3.75,1446
2049,"roasty, dried fruit, sour",3.25,1566
2050,"robust, tart, roasty",3.75,1748
2051,"fatty, roasty, coffee",3.5,713
2052,"intense, burnt, chemical",2.5,717
2053,"uneven melt, cashew",3.5,717
2054,"smokey, nutty, fat residue",2.75,765
2055,"fatty, chemical, roasty",2.5,809
2056,"fatty, burnt, nut, vegetal",2.25,871
2057,"buttery, sour tang, off notes",2.5,871
2058,"nuts, chocolate, mellow",3.75,2004
2059,"blackberry, mild floral",3.75,2672
2060,"off note, vegetal, nibby",2.75,1964
2061,"cocoa base, spice",3.0,2036
2062,"complex, coarse, astringent",3.5,2036
2063,"clean, pure cocoa, cherry, gritty",3.5,2660
2064,"mild smoke, tart, spice, harsh",2.75,2668
2065,"sandy, subtle fruit then cocoa",3.5,607
2066,"sticky, intense, very bitter",1.5,615
2067,"fudgey, astringent, sour",3.0,615
2068,"fatty, cocoa, nutty",3.5,615
2069,"sandy, sweet, spice",3.5,615
2070,"grassy, strong bitter",2.75,813
2071,"grassy, maple",3.25,813
2072,"creamy, vanilla, rich",3.5,288
2073,"nutty, spicy, floral",3.5,288
2074,"nutty, basic cocoa",3.5,288
2075,"floral, spicey",3.5,292
2076,"few grits, basic, gateway",3.25,2004
2077,"too sweet, candy-like",2.0,32
2078,"sweet, cherry, marshmallow",3.0,32
2079,"rustic, cherry, marshmallow",3.75,32
2080,"roasty,rich cocoa,marshmallow",2.75,404
2081,"sweet, marshmallow",3.0,414
2082,"perfume, vanilla",2.75,761
2083,"dry, bitter, poor aftertaste",2.0,15
2084,"cherry, mild bitter",3.5,15
2085,"fruity, smokey, burnt",2.0,40
2086,"fresh nibs,chocolate base off",2.0,56
2087,"tobacco, sweet, dairy",3.0,56
2088,strong smokey tobacco,3.0,117
2089,"sweet, base cocoa",3.0,135
2090,"complex, strawberry, tart",3.75,135
2091,"smooth,complex,cocoa base",3.0,188
2092,"grassy, black pepper, smoke",3.0,227
2093,"smooth, tart, earthy",3.75,336
2094,"simple, delicate cocoa, long",4.0,336
2095,"creamy, grassy, banana, tart",3.75,445
2096,"smooth, grassy, minty",3.5,464
2097,"clingy,subtle, tangy, citrus",3.75,464
2098,"cherry,wine,rich,smoke",3.75,781
2099,"banana, pear, spice, cheese",4.0,959
2100,"rustic, vegetal, earthy",2.75,1658
2101,"off, sweet, orange, rubber",2.75,1658
2102,"dry, earthy, surface mark",2.75,2104
2103,"sticky, cherry, cocoa",3.25,2104
2104,"earthy, mild fruit, sticky",3.0,2108
2105,"sharp, raw, metallic",2.75,2446
2106,"cocoa, roasty, sticky",3.5,2446
2107,"orange, fig, cocoa",3.5,2590
2108,blueberry & cocoa dominate,3.5,2594
2109,"sl roasty, woody, melon, spicy",3.25,2660
2110,"sticky, dark berry, roasty edge",3.5,2660
2111,full cocoa flavor,3.5,2366
2112,"spicy, rich cocoa, sweet",3.0,2370
2113,"black pepper, astringent",3.0,2370
2114,"coffee, nutty",3.0,1335
2115,"fruity, blueberry",3.25,1335
2116,"sticky, dried fruit, smoke",3.25,1450
2117,"chewy, smoke, fruit, cocoa",3.5,1450
2118,"smoked ham, tangy, berry",2.75,1466
2119,"grapes, tangy, cocoa",3.5,1466
2120,"sticky, earthy, medicinal",2.0,713
2121,"perfume, floral, chemical",2.5,721
2122,"strong spice, perfume, roasty",3.5,757
2123,"earthy, roasty, vegetal",3.25,1884
2124,"gritty, fatty, coffee",3.25,1586
2125,"gritty, bold, black pepper",3.5,1586
2126,"sandy, sweet, vanilla",2.5,911
2127,"brownie, mocha, marshmallow",3.5,2716
2128,"fatty, cocoa, spicy",3.0,717
2129,"nutty, salty",3.25,725
2130,"fatty, sweet, salty",3.25,729
2131,"fatty, salty, caramel",3.0,741
2132,"tart, sweet edge",3.75,1339
2133,"intense fruity, mild sour",3.75,1339
2134,"intense, rich, burnt, licorice",3.75,1343
2135,"creamy, tart, bitter",3.0,1502
2136,"floral, bourbon, bitter",3.0,1506
2137,"waxy, earthy, cocoa, roasty",3.0,1614
2138,"waxy, maple, flat",3.25,1614
2139,"oily, medium roasted cocoa",3.25,1650
2140,"sticky, raisins, fudgey",3.5,1788
2141,"basic cocoa, gateway",3.5,1856
2142,"rich cocoa, spicy",3.75,1860
2143,"caramel, anise, dried fruit",3.75,1996
2144,"bland, sour, lacks development",3.0,2652
2145,"butterscotch, slight burnt note",3.25,2652
2146,"sweet, vanilla, cocoa, mold",2.75,1454
2147,"mild, nutty, vanilla, cocoa",3.0,1462
2148,"few grits, sweet, orange",3.25,1618
2149,"few grits, bold, dark berry",3.5,1622
2150,"bold cherry, rich cooa",3.75,1622
2151,"cigar, tobacco, grass, spice",3.75,1622
2152,"creamy, pistachio, floral",4.0,1622
2153,"floral, intense, pungent",2.75,1626
2154,"smokey, tart, astringent",3.5,1662
2155,"light brown, grits, floral",3.0,1666
2156,mild cacao and fruit notes,3.75,1666
2157,"creamy, fruit, cocoa",3.75,1740
2158,"ligt color, creamy, peanut",4.0,1740
2159,"apple, mild cherry",3.75,1756
2160,"creamy, molasses, off note",3.0,1864
2161,"delicate, smooth, dairy",3.75,1864
2162,"gummy, fatty, earthy",3.25,1908
2163,"cherry, rich choco",3.5,1940
2164,"complex, earthy, melon",3.5,1952
2165,"mild cocoa, fruity",3.0,502
2166,"fudgey then spicy, vanilla",3.25,502
2167,"perfume, strong chemical",1.5,693
2168,"nuts, fruit, cocoa",3.25,2112
2169,"grassy, hammy",2.75,1968
2170,"tangy, sour, intense",3.0,1518
2171,"intense, simple, floral, earthy",3.5,1812
2172,"sticky, hammy, bitter",2.75,1840
2173,"sticky, sandy, pungent",2.75,1840
2174,"intense, dirty,floral,medicinal",2.5,2366
2175,"sweet, roasty, spicy",3.25,1792
2176,"spicy, roasted, fresh nibs",3.25,1796
2177,"dry, molasses, sour",3.0,1157
2178,"dairy, cheese, molasses",3.0,1157
2179,"intense, leathery, cocoa",3.25,1161
2180,"molasses, grape, sour",3.25,1161
2181,"creamy, nutty, cocoa",3.5,1161
2182,"molasses, licorice, muted",3.0,1335
2183,"sticky, strong molasses",3.25,1992
2184,"molasses undertone, tangy",3.25,2068
2185,"molasses, raisins, astringent",3.5,2660
2186,"sticky, few grits, mild fruit,sour",3.0,377
2187,"earthy, woody, vegetal",3.5,377
2188,"slow to develop, nutty",3.0,387
2189,"smokey, mushroom, woodsy",3.5,387
2190,"subtle red berry, complex",3.75,387
2191,black tea,3.75,387
2192,"complex, nut, dried fruit, earth",3.75,607
2193,"super temper,astringent, burn",2.75,676
2194,"earthy, mild tannic, woody",3.5,676
2195,"strawberry, cocoa, nutty",4.0,676
2196,"complex,spice,caramel,cocoa",4.0,676
2197,"dried fruit, tart",3.75,682
2198,"strawberry, green mint",3.5,688
2199,"uneven, grassy, roasty",3.25,817
2200,"cranberries, cocoa",3.75,833
2201,"creamy, raisin, lemon",4.0,867
2202,"creamy, complex, peanut",4.0,867
2203,"sandy, earthy, tangy wine",3.5,951
2204,"intense, rich burnt caramel",3.75,951
2205,"smoke,tobacco,black pepper",3.5,967
2206,"mild smoke, fruit, mild burnt",3.5,983
2207,"smoke, burnt caramel, citrus",3.75,1019
2208,"creamy, smokey, some fruit",3.25,1030
2209,"creamy, medicinal, mild fruit",2.75,1073
2210,"creamy, brownie mix, roasty",3.75,1073
2211,"grassy, dairy, mild fatty",3.25,1077
2212,"nutty, chocolate ice cream",3.75,1077
2213,"pronounced berry,mild smoke",4.0,1077
2214,"delicate, nutty, cocoa, dairy",4.0,1077
2215,"roasted nuts, burnt brownie",4.0,1081
2216,"creamy, nutty, roasty",3.25,1173
2217,"floral, berry, clove",4.0,1177
2218,"basic chocolate, accessible",3.5,1227
2219,"creamy, sour orange",3.75,1259
2220,"spicy, woodsy",3.25,1307
2221,"robust, nutty, brownie",3.5,1307
2222,"creamy, smokey, rich cocoa",3.75,1307
2223,"tart, mild sour",3.25,1339
2224,"roasted nuts, dried fruit",3.5,1594
2225,"balanced, nuts, strawberry",4.0,1594
2226,"creamy, sweet, deep choco",3.5,1820
2227,robust dark tropical fruit,3.5,1820
2228,"creamy, diluted, mild choco",3.5,1828
2229,evolves black pepper to citrus,3.75,1828
2230,"banana, nutty",3.75,1828
2231,"creamy, honey, blackberry",4.0,1828
2232,"nutty, banana, harsh ending",3.25,1832
2233,"creamy, roasty, woody",3.25,2016
2234,"creamy, honey, marshmallow",4.0,2016
2235,"sweet edge, lemon, muted",3.0,2068
2236,"creamy, acidic, balanced",4.0,2242
2237,"nutty, cocoa",4.0,2242
2238,"red fruit, peanut butter, cocoa",3.5,2638
2239,"spice, sour malt, woody",3.5,2638
2240,"sweet, cocoa, candy like",3.25,2680
2241,"cinamon, nutmeg, hot cocoa",4.0,2700
2242,"creamy,choco strawberry,vanilla",4.0,2768
2243,"earthy, dried fruit, complex",3.25,1367
2244,"intense, tannic, choco, earthy",3.5,1395
2245,"few grits, sweet, cocoa",3.25,1932
2246,"dry, floral, earthy",3.25,1936
2247,"sandy, smokey, fruit, sour",3.25,1936
2248,"tart, sour, basic",3.5,1936
2249,"dry, earthy, roasty",3.5,1936
2250,"sticky, mild fruit, brownie",3.5,1940
2251,"oily, floral, dairy",3.0,793
2252,"fatty, muted strawberry",3.0,793
2253,"oily, floral",3.25,793
2254,"bready, sour milk, fatty",2.75,1434
2255,"spicy, chocolatey",3.5,1792
2256,"floral, sandy",3.75,1792
2257,"powdery, cherry, astringent",3.75,1792
2258,"floral, earthy, burnt rubber",2.75,1932
2259,"floral, astringent",3.5,1932
2260,"sandy, robust, grapes, malt",3.75,1932
2261,"strong roast, tart raspberry",3.25,2684
2262,"plum, roasty undertone, sour",3.5,2684
2263,"dairy, cocoa, well balanced",3.5,2684
2264,"fatty, mild fruit, off note",3.0,1057
2265,"unrefined, sweet, mild coffee",3.0,1113
2266,"gritty,intense coffee, metallic",2.25,1121
2267,"slow to develop, melon, earthy",3.25,2748
2268,"honey, cocoa, graham",3.5,2748
2269,"raisins, molasses, herbal tea",3.5,2748
2270,"coconut, mild vanilla",3.0,1634
2271,"coconut, cocoa, few grits",3.0,1692
2272,"dried fruit, coconut, few grits",3.0,1692
2273,"brownie, few grits, sandy",3.0,1692
2274,"red fruit, coconut",3.0,1696
2275,"peanut butter,vanilla,artificial",3.25,729
2276,"creamy, vanilla, moldy",2.75,859
2277,"floral, hints of fruit",3.5,1291
2278,"oily surface, floral, earthy",3.5,1291
2279,"fatty, rubber, off notes",2.5,2012
2280,"vanilla, sweet",2.5,939
2281,"dry, sweet, vanilla(n)",2.5,943
2282,"bland, earthy",2.75,943
2283,"molasses, sour, astringent",2.75,1157
2284,"intense, rich, dark berry",3.25,1157
2285,"sandy, sweet, vanilla",2.5,1800
2286,"powdery, vanilla, earthy",3.0,1800
2287,"sticy, nutty, roasty, off notes",2.75,1796
2288,"sticky, sweet, nutty, roasty",3.0,1796
2289,"ham, sour, intense",2.75,1618
2290,"fruit, burnt, harsh",2.75,2434
2291,"overly roasty, spicy",3.0,2634
2292,"earthy, roasty, hammy",3.0,2634
2293,"melon, mocha",3.5,2634
2294,"herbal, tea, dried fruit",3.75,2634
2295,"acidic, cocoa, dried fruit",3.25,2230
2296,"fatty, sour, off notes",2.75,2234
2297,"buttery, cheesy",3.0,2234
2298,"pungent, molasses, sour",2.5,2242
2299,"cardboard, cheesy",3.0,2242
2300,"burnt black licorice, intense",3.25,2470
2301,"dried fig, earthy, dirty",3.0,2474
2302,"savory lemon, ham",3.25,2482
2303,"rustic, sugar dominates",3.0,761
2304,"rustic, large unground pieces",3.25,939
2305,"rustic, bright fruit",3.25,939
2306,"sweet, spicy",3.75,939
2307,"light color, sandy, fruity",3.5,1185
2308,"dark color, sandy, fruity",3.5,1185
2309,"sour milk, hot cocoa",3.25,1193
2310,"sandy, earthy, spice, nutty",3.5,1263
2311,"sandy, banana",3.75,1263
2312,"sweet, brownie, sour",3.25,1668
2313,"rustic, spicy, earthy",3.25,1704
2314,"sour orange, fatty",3.25,1704
2315,"coarse, spicy cinnamon",3.75,1704
2316,"smokey, mild citrus",3.25,1708
2317,"rustic, earthy, tea",3.5,1708
2318,"licorice, dried fruit, burnt fuel",2.75,1101
2319,"oily, cardboard, sour",2.75,1101
2320,"vanilla, fuel, earthy",2.5,1105
2321,"vanilla, fatty, vegetal, mint",3.0,1105
2322,"flat, smoke, marshmallow",3.0,1450
2323,"creamy, smoke, ham",3.25,1450
2324,"vanilla, butter, caramel",3.25,1450
2325,"intense, grassy, smokey",2.75,1680
2326,"cocoa,sweet,fatty, cardboard",2.75,2286
2327,"intense cocoa, fatty, sticky",3.0,2286
2328,"earthy, floral, dry",3.25,1868
2329,"vanilla, fatty",3.0,2262
2330,"blackberry, dirt, high roast",3.25,2326
2331,fig,4.0,2326
2332,"berry, spices, smoke",3.0,1646
2333,"nutty, off, roasty, fatty",3.0,2306
2334,"nutty, fruit, sour, floral",3.25,2306
2335,"earthy, fatty, gritty",2.75,2566
2336,"sandy, sour banana, sweet",3.0,180
2337,"rustic, sweet, earthy",2.75,451
2338,"grainy, blueberries, bitter",3.25,785
2339,"coarse, watering, sweet",3.0,1271
2340,"gritty,sweet,swiss miss,vanilla",2.5,199
2341,"tangy, off, musty, sour",2.5,280
2342,"dry, red berry, off note",2.75,280
2343,"dry, musty, flat",2.5,284
2344,"tea, sweet, astringent",2.75,387
2345,"nutty, candy-like",3.0,387
2346,"spicy, ginger, bitter",3.25,915
2347,"strong vanilla, sweet, fatty",2.0,1716
2348,"molasses, off notes",2.75,801
2349,"molasses, caramel, spice",3.0,801
2350,"molasses, caramel, fruity",3.0,805
2351,"molasses, caramel",3.5,805
2352,"gritty, rum, molasses",3.25,817
2353,"perfume, chemical, soapy",2.0,821
2354,"molasses, fruit, floral",3.25,825
2355,"candy,peanut butter,caramel",2.75,829
2356,"sticky, caramel",3.0,829
2357,"molasses, caramel",3.25,833
2358,"flat, cardboard, metallic",2.75,967
2359,"earthy, savory, hammy",3.0,971
2360,"green apple, sweet",3.25,971
2361,"honey, pepper, charcoal",3.5,971
2362,"intense, mild coffee and rum",3.25,1323
2363,"sweet, rich, tannic, fruity",3.75,1323
2364,"creamy, almond, butter",3.75,1323
2365,"spicy, black pepper, intense",2.75,1478
2366,"nutty, raspberry, metallic",3.75,1478
2367,"bright fruit, mild sour",3.75,1478
2368,"floral, earthy, bourbon",3.25,1482
2369,"spicy, black pepper, bold",3.5,1554
2370,"walnuts, cocoa, easy melt",3.75,1558
2371,"berries, licorice, cocoa,bitter",3.0,2358
2372,"muted, roasted banana",3.25,2370
2373,"harsh, tobacco",2.75,2374
2374,"sandy, sweet, raisins",3.0,1614
2375,"sandy, sweet, blueberry",3.5,162
2376,"dry, gritty, hint of fruit, sour",2.5,184
2377,"dry, slightly tart, bitter",3.0,184
2378,"dry, very bland, mild bitter",2.0,188
2379,"sandy, sweet, fruity",3.0,188
2380,"sweet, vanilla, cocoa",3.25,903
2381,"peanut butter, sour milk",3.25,1684
2382,"pure, bold, floral",3.5,2414
2383,"floral, vegetal",3.0,2182
2384,"spicy, marshmallow",3.25,2182
2385,"bright fruit, cashew",3.75,1836
2386,"bland, mild honey, sour",2.75,2358
2387,"strong floral, oily, bold, grassy",3.25,2510
2388,"waxy, mild fruit, floral",3.25,1418
2389,"smooth, wild berries",4.0,895
2390,"peanut butter, soapy",2.75,789
2391,"pronounced fruit, sour",3.0,789
2392,"sandy, sweet",3.0,927
2393,"spicy, cocoa, sweet",3.0,2060
2394,"honey, caramel",3.5,2060
2395,"metallic, astringent",2.75,2064
2396,"dull, chewy, sweet",2.75,2270
2397,"nutty, floral",3.5,2314
2398,"baked, roasty, coffee",3.0,1239
2399,"heavy roast, black licorice",3.25,821
2400,"sandy, strawberry, coconut",2.75,907
2401,"high acidity, toffee, spicy",3.25,2526
2402,"dominating roast, deep cocoa",3.25,2526
2403,"bright fruit, heavy roast, smooth",3.75,2530
2404,"sticky, butterscotch, sl. Hammy",3.25,2664
2405,"powdery, complex, rubber",3.0,2210
2406,"sweet, pungent grape, acidic",3.5,2218
2407,"very sandy, spicey, sweet",3.0,2470
2408,"tart, sweet, sour, savory",2.75,2490
2409,"woody, sweet, unrefined",2.75,2490
2410,"cocoa, mild fruit",3.5,753
2411,"roasty, woody, rubber off",2.75,753
2412,"roasty, sligt burnt, red fruit",3.25,1022
2413,"roasty, bitter, caramel, dairy",2.5,1026
2414,"intense, red berry",3.5,1235
2415,"spicy, sour, off note",2.75,1700
2416,"intense, floral",3.5,1700
2417,"dry, floral, woody",3.25,1996
2418,"coarse, sweet, lemon",3.0,1740
2419,spicy and rich,3.75,709
2420,"dry, coarse, hay, off",2.75,2000
2421,"dry, coarse, sweet, earthy",3.0,2004
2422,"dry, coarse, sour",3.25,2004
2423,"creamy, woody,green, rubber",2.75,1438
2424,"tart, tangy, mild cocoa",3.0,1438
2425,"sweet, acidic, tart",3.0,1752
2426,"sandy, sweet, peach",3.25,1752
2427,"intense, nutty, mild rubber",3.25,1327
2428,"spice, melon, nutty",3.75,1968
2429,roasty cocoa,3.75,2210
2430,"roasted strawberry, bold",3.5,2478
2431,"slight bitter, woody",3.0,63
2432,"subtle, smooth, earthy, long",3.75,63
2433,"nutty, vegetal, sweet",2.5,75
2434,"modest, creamy, cocoa",3.0,75
2435,"red berry, rich cocoa",3.5,75
2436,"creamy, rich, licorice",3.0,117
2437,"sandy, vegetal, cocoa",3.75,129
2438,"creamy, blueberry, raspberry",4.0,129
2439,"creamy, fatty, very bitter",1.5,147
2440,"berries, tart, bitter",2.5,153
2441,nutty and bitter dominate,2.75,157
2442,"creamy, cherry",3.25,162
2443,"cocoa dominates, woodsy",3.75,327
2444,"rich cocoa, hot spice",3.75,370
2445,"creamy, cocoa, bread",3.5,395
2446,"intense sweet, nut, orange",3.25,709
2447,"creamy, honey,peanut butter",4.0,757
2448,"green,unripened fruit,banana",4.0,931
2449,"yogurt, lemon, licorice",3.5,1145
2450,"complex, herbs, fruit, dairy",3.5,1153
2451,"intense, dark berry, grapes",4.0,1510
2452,"intense, rich, sweet",3.25,1972
2453,"sour vanila, heavy roast",2.5,963
2454,"oily, caramel ""rolo"", sweet",2.75,963
2455,"fatty, bland, very astringent",2.75,404
2456,"fatty, sour, spoiled",2.75,404
2457,"fatty, bitter, sour",2.75,404
2458,"oily, fatty, citrus",3.0,404
2459,"oily, nutty, fatty",3.0,404
2460,"sandy, mild citrus, sweet",3.25,404
2461,"rich cocoa, fruit, bitter, molasses",3.5,2744
2462,"peanut butter, coffee, mint",3.25,1470
2463,"complex, nibs too soft",3.25,1470
2464,"smokey, earthy, nutty",2.75,2186
2465,"earthy, sour, intense",3.0,2186
2466,"dark berry, roasty",3.25,2190
2467,"sweet, fruity, heavy roast",3.25,991
2468,"mellow fruit, tart, mild bitter",3.75,1117
2469,"intense, cocoa, spicy, fruit",3.25,1211
2470,"spicy, roasty, acidic, dairy",3.5,1211
2471,"spicy, nutmeg, brownie",3.5,1227
2472,"earthy, harsh, acidic",2.75,2578
2473,"roasty, berry notes",3.0,2578
2474,"nutty, grassy, cocoa",3.5,2578
2475,floral & fruit,3.5,2578
2476,"spicy, dairy",3.5,951
2477,"sandy, sweet, nutty",3.0,1205
2478,"bland, mild fruit, strong bitter",2.0,153
2479,"some fruit, strong bitter",2.0,153
2480,"cocoa,earthy,very astringent",3.0,153
2481,"sticky, cocoa, earthy",3.0,153
2482,"intense, tart, sour, raisin",2.75,1458
2483,"mild metallic, brownie, earth",3.0,1458
2484,"intense, mild bitter, roasty",3.0,1458
2485,"chalky, peach, bland",3.25,1458
2486,"creamy, cocoa, pungent",2.75,1502
2487,"pungent, metallic",2.5,1720
2488,"nutty, off notes",2.5,1720
2489,"sweet, simple, cocoa",3.0,1724
2490,"earthy, vanilla",2.5,2178
2491,"vanilla, late cocoa notes",2.5,2182
2492,"dry, rich, roasty",3.5,1756
2493,"grapes, pungent",3.5,1756
2494,"earthy, roasty",3.0,2012
2495,"nuts, fruit, poor aftertaste",3.0,2092
2496,"creamy, fruit, poor aftertaste",3.0,2096
2497,"brownie, nutty, roasty",3.75,2622
2498,"complex, mild tobacco, nut, fruit",3.75,2622
2499,"nutty, roasted cherry, coffee",3.5,2626
2500,"nutty, cocoa, yogurt",3.5,2626
2501,"complex, hazelnut, dairy, fruit",4.0,2764
2502,"smooth, toffee, nutty, cocoa",3.75,2768
2503,"creamy, balanced, cocoa, fruity",3.75,2768
2504,"hint of caramel, alcohol, vegetal",3.5,2768
2505,"sticky, dry, vanilla dominates",2.5,733
2506,"light color, grit, metallic",2.5,1169
2507,"slow develop, bitter, metallic",2.75,1169
2508,"sandy, sweet, coffee",3.25,1169
2509,"mild, metallic",2.75,1173
2510,"sandy, rich, earthy",3.0,457
2511,"creamy, earthy, nutty",3.25,457
