,review_date,rating,ingredients,characteristics
1340,2016,2.75,"4- B,S,C,L","astringent, unbalanced, off"
1341,2016,3.75,"4- B,S,C,L","creamy, mild flavors"
1342,2016,3.75,"4- B,S,C,L",oranges
1343,2014,2.5,"5- B,S,C,V,Sa","vanilla, earth, cardboard"
1344,2014,3.0,"5- B,S,C,V,Sa","vanilla, candy-like, sour milk"
1345,2014,2.5,"5- B,S,C,V,Sa","intense, bourbon, vanilla"
1346,2014,3.0,"5- B,S,C,V,Sa",mild vanilla and mild fruit
1347,2009,3.5,"5- B,S,C,V,L","smooth, rich, lemon"
1348,2009,3.0,"5- B,S,C,V,L","rich, spice, cheese"
1349,2010,3.25,"5- B,S,C,V,L","creamy, cocoa, spice"
1350,2010,3.75,"5- B,S,C,V,L","simple, rich hot cocoa"
1351,2010,3.0,"5- B,S,C,V,L","cocoa, nutty, acidic, burning"
1352,2011,3.75,"5- B,S,C,V,L","spicy, roasty, coffee"
1353,2012,3.25,"5- B,S,C,V,L","floral, soapy, earthy"
1354,2012,4.0,"5- B,S,C,V,L","creamy, woody, nutty"
1355,2012,3.75,"5- B,S,C,V,L","berry, rich cocoa dominates"
1356,2019,3.0,"3- B,S,C","unrefined, sweet, basic cocoa"
1357,2016,2.25,"3- B,S,C","molasses, cardboard, off note"
1358,2016,2.5,"3- B,S,C","metallic, cardboard, fruit"
1359,2016,3.0,"3- B,S,C","nutty, fatty"
1360,2016,3.0,"3- B,S,C","grit, earthy, musty"
1361,2018,3.0,"2- B,S","anise, spicy, earthy"
1362,2018,3.0,"2- B,S","earthy, molasses, dried fruit"
1363,2018,3.25,"4- B,S,C,L","molasses, high acidity"
1364,2018,3.25,"2- B,S","tart, molasses, grits"
1365,2018,3.5,"2- B,S","fruit, cocoa, grape"
1366,2018,3.5,"2- B,S","dry, melon, cocoa"
1367,2019,3.5,"2- B,S","sandy, grapes"
1368,2008,3.5,"4- B,S,C,L","roasty, dark berry, rich"
1369,2009,3.25,"4- B,S,C,L","rich cocoa, burning sensation"
1370,2009,3.5,"4- B,S,C,L","nutty, grassy, rich cocoa"
1371,2009,3.0,"4- B,S,C,L","rich, sweet, cocoa, intense"
1372,2009,3.75,"4- B,S,C,L","cocoa, caramel, sweet"
1373,2011,3.5,"4- B,S,C,L","rich, vegetal, banana, spice"
1374,2012,3.5,"4- B,S,C,L","nutty, pear, sour milk"
1375,2013,2.75,"4- B,S,C,L","brownie, cocoa, sour, sweet"
1376,2013,3.25,"4- B,S,C,L","creamy, rich, dairy, nutty"
1377,2013,3.25,"4- B,S,C,L","sweet, nutty, cocoa"
1378,2011,2.5,"3- B,S,C","peanut butter, burnt rubber"
1379,2011,3.25,"3- B,S,C","sweet, fudgey, tang"
1380,2018,3.5,"2- B,S","rich cocoa, mild fruit & nut"
1381,2018,3.0,"2- B,S","mild hammy, roasty, sour"
1382,2018,3.5,"2- B,S","citrus,prononced orange"
1383,2014,2.75,"4- B,S,C,L","fatty, roasty, coffee, off note"
1384,2014,2.75,"4- B,S,C,L","nutty, woody, leathery"
1385,2015,2.75,"4- B,S,C,L","roasty, sour, cardboard"
1386,2015,2.75,"4- B,S,C,L","gritty, roasty, waxy, off"
1387,2015,3.0,"4- B,S,C,L","slight burnt, astringent, fruit"
1388,2015,3.25,"4- B,S,C,L","sandy, fatty, roasty, fruit"
1389,2015,3.0,"4- B,S,C,L","roasty, nutty, rich cocoa"
1390,2015,3.5,"4- B,S,C,L","rich, roasty, nutty, smoke"
1391,2015,3.25,"4- B,S,C,L","smokey, rich cocoa, spice"
1392,2015,3.75,"4- B,S,C,L","creamy, mild honey, floral"
1393,2012,3.5,"3- B,S,C","floral, caramel"
1394,2009,2.5,"3- B,S,C","dry, roasty, toffee"
1395,2012,3.0,"5- B,S,C,V,L","chalky, fatty, sweet"
1396,2012,3.0,"5- B,S,C,V,L","chalky, cocoa, tangy"
1397,2012,3.0,"5- B,S,C,V,L","fatty, nutty, woody"
1398,2016,3.5,"2- B,S","spicy, grassy, roasty"
1399,2018,3.0,"3- B,S,C","simple, earthy, cocoa"
1400,2018,3.25,"3- B,S,C","sandy, rich cocoa"
1401,2018,3.5,"3- B,S,C","complex, dairy, roasty"
1402,2017,3.75,"3- B,S,C","well balanced, melon"
1403,2019,3.25,"3- B,S,C","base cocoa, mild ham, woody"
1404,2019,2.75,"3- B,S,C","sandy, off, hammy"
1405,2019,3.5,"3- B,S,C","sandy, light color, grape"
1406,2014,3.5,"2- B,S","intense, sticky, cocoa"
1407,2015,3.25,"2- B,S","dried fruit, nutty, mushroom"
1408,2015,3.5,"2- B,S","cocoa, spice, fruit"
1409,2015,3.0,"2- B,S","roasty, black pepper, woody"
1410,2015,3.25,"2- B,S","red fruit, brownie"
1411,2015,3.5,"2- B,S","subtle, spicy, banana"
1412,2016,3.25,"2- B,S","floral, black licorice"
1413,2017,3.25,"2- B,S","smokey, mild berry"
1414,2017,3.5,"2- B,S","strong raspberry, mocha"
1415,2017,4.0,"3- B,S,C","mild, licorice, coffee, cocoa"
1417,2019,3.25,"3- B,S,C","woody, mocha, molasses"
1418,2019,3.25,"3- B,S,C","spoiled milk, sweet, molasses"
1419,2021,3.5,"3- B,S,C","buttery, sunflower, astringent"
1420,2021,3.75,"3- B,S,C",home baked banana nut bread
1421,2014,3.5,"3- B,S,C","sandy, citrus"
1422,2016,3.0,"2- B,S","sweet edge, bright fruit, off"
1423,2012,3.5,"2- B,S","creamy, strawberry, cocoa"
1424,2012,3.5,"2- B,S","fatty, nutty, melon like"
1425,2012,3.75,"2- B,S","rich cocoa, spicy edge"
1426,2012,2.75,"2- B,S","grits, roasted, nutty"
1427,2012,3.0,"2- B,S","fatty, roasty, cocoa"
1428,2012,3.5,"2- B,S","fatty, grassy, cocoa"
1429,2007,3.0,"4- B,S,C,V","harsh burnt, mild cocoa, tang"
1430,2020,2.5,"2- B,S","grassy, rubbery, chemical"
1431,2020,3.0,"2- B,S","basic cocoa, dirty/burnt edge"
1432,2020,3.0,"2- B,S","spicy, sweet, cocoa"
1433,2013,2.5,"5- B,S,C,V,L","black pepper, vanilla, harsh"
1434,2013,3.0,"4- B,S,C,V","aluminum, mild coffee, roasty"
1435,2013,3.0,"4- B,S,C,V","strong, brandy, smoke"
1436,2013,3.5,"4- B,S,C,V","sandy, floral, vanilla, candy"
1437,2014,3.75,"2- B,S","spicy, candied, complex"
1438,2014,3.25,"4- B,S,C,V","sweet, candy-like, nutty"
1439,2014,3.75,"4- B,S,C,V","dairy, pudding"
1440,2021,3.0,"3- B,S,C","cherry, fatty, cocoa"
1441,2021,2.75,"3- B,S,C","sweet, sl. smokiness, fruit"
1442,2015,2.0,"2- B,S","multiple off flavors, metallic"
1443,2018,2.5,"2- B,S",potting soil
1444,2018,3.0,"2- B,S","smokey, earthy, cocoa"
1445,2018,3.25,"2- B,S","nutty, mild dairy"
1446,2018,3.5,"2- B,S",intense mocha flavor
1447,2017,3.25,"2- B,S","oily, burnt, earthy"
1448,2018,3.0,"2- B,S","rustic, basic cocoa, earthy"
1449,2021,3.25,"3- B,S,C","mild sweet honey, rum, off"
1450,2020,3.25,"3- B,S,C","smoke, fruit, ham, fatty"
1451,2010,2.75,"5- B,S,C,V,L","very sweet, caramel, candy"
1452,2010,3.0,"5- B,S,C,V,L","sticky, marshmallow, cocoa"
1453,2010,3.0,"5- B,S,C,V,L","watered down coffee, cocoa"
1454,2010,3.5,"5- B,S,C,V,L","marshmallow, rich brownie"
1455,2020,3.25,"3- B,S,C","roasted pear, cocoa, sour"
1456,2020,3.25,"3- B,S,C","fatty, dominant roast, spice"
1457,2020,3.0,"3- B,S,C","deep cocoa, sl. pungent, sandy"
1458,2020,3.25,"3- B,S,C","candied, sweet cocoa, roasty"
1459,2020,3.5,"3- B,S,C","spice, coconut"
1460,2010,2.25,"3- B,S,C","extremely sweet, vanilla"
1461,2011,1.5,"3- B,S,C","vanilla, strong chemical"
1462,2019,2.5,"3- B,S,C","gritty, roasty, rubbery"
1463,2019,2.75,"3- B,S,C","gritty, cocoa base, ashey"
1464,2008,3.5,"5- B,S,C,V,L","sandy, red berry, cocoa"
1465,2008,3.75,"5- B,S,C,V,L","sandy, woody, peanut butter"
1466,2008,4.0,"5- B,S,C,V,L","intense, nutty, cocoa"
1467,2008,3.5,"5- B,S,C,V,L","sticky, bitter, nutty"
1468,2021,2.5,"2- B,S","very sticky, nutty, woody"
1469,2010,2.75,"4- B,S,C,V","raisiny, chewy"
1470,2011,2.5,"4- B,S,C,V","sandy, sweet, strong vanilla"
1471,2011,2.75,"4- B,S,C,V","sticky, strong vanilla, pepper"
1472,2012,3.25,"4- B,S,C,V","creamy, vanilla, rich fruit"
1473,2012,3.25,"4- B,S,C,V","creamy, burnt nuts, woody"
1474,2012,3.5,"4- B,S,C,V","vanilla, brownie, peanut"
1475,2013,2.75,"4- B,S,C,V","intense vanilla, swiss miss"
1476,2013,3.5,"4- B,S,C,V","strong vanilla, nut, coffee"
1477,2013,2.75,"4- B,S,C,V","fatty, vanilla, candy-like"
1478,2013,2.75,"4- B,S,C,V","vanilla, earthy, caramel"
1479,2017,3.5,"2- B,S","mild earthy, mild cocoa, nut"
1480,2008,2.0,"4- B,S,C,V","chalky, astringent, vanilla"
1481,2008,3.0,"4- B,S,V,L","creamy, nutty, mass market"
1482,2008,3.25,"5- B,S,C,V,L","nutty, cooling sensation"
1483,2008,3.75,"5- B,S,C,V,L","creamy, hay, nutty"
1484,2010,2.0,"4- B,S,C,L","strong vanilla, some spice"
1485,2007,2.75,"4- B,S,C,L","cardboard, tea-like"
1486,2007,3.5,"4- B,S,C,L","creamy, sublte grape notes"
1487,2013,3.5,"5- B,S,C,V,L","sandy, sweet, cocoa"
1488,2018,2.75,"3- B,S*,C","gummy, smokey, hammy"
1489,2009,2.75,"5- B,S,C,V,L","sweet, vanilla, easter candy"
1490,2010,3.5,"5- B,S,C,V,L","creamy, crunchy, very sweet"
1491,2016,3.0,"3- B,S,C","hammy, unrecognizable"
1492,2012,3.75,"3- B,S,C","berry, nutty, sour"
1493,2014,2.5,"3- B,S,C","rubber, off medicinal"
1494,2014,2.75,"3- B,S,C","nutty, green"
1495,2015,2.5,"2- B,S","soil, wet, off notes"
1496,2014,2.75,"4- B,S,C,L","muted, nutty"
1497,2012,3.25,"3- B,S,C","molassses, intense, off, herb"
1498,2012,2.75,"3- B,S,C","oily, tangy, fruit, earthy"
1499,2012,3.0,"3- B,S,C","banana, menthol, medicinal"
1500,2012,3.25,"3- B,S,C","molasses, sweet, cocoa"
1501,2013,3.75,"3- B,S,C","orange, cocoa"
1502,2015,3.5,"3- B,S,C","smoke, fruit"
1503,2015,3.75,"3- B,S,C","dried fruit, balanced, cocoa"
1504,2017,3.25,"3- B,S,C","sweet, fatty, fig"
1505,2019,3.5,"3- B,S,C","dried fruit,spicy,sticky,intense"
1506,2012,3.25,"2- B,S","chewy, brownie like"
1507,2012,3.5,"2- B,S","cocoa, coconut"
1508,2012,3.25,"2- B,S","grits, roaste brownie"
1509,2014,3.75,"2- B,S","nutty, intense, roasty"
1510,2014,3.5,"2- B,S","coarse, intense, nutty"
1511,2016,3.75,"3- B,S,C","basic, balanced, deep cocoa"
1512,2016,3.5,"3- B,S,C","nutty, roasty,"
1513,2015,3.5,"3- B,S,C","fruity, tangy, cocoa"
1514,2015,3.5,"3- B,S,C","delicate, caramel, peanut"
1515,2015,3.5,"3- B,S,C","coarse, floral, rum"
1516,2015,2.75,"3- B,S,C","heavy roast, few grits, rich"
1517,2015,3.5,"3- B,S,C","rich, bright fruit"
1518,2015,3.5,"3- B,S,C","lemon, spicy, cocoa"
1519,2015,2.75,"3- B,S,C","roasty, coffee, rubber"
1520,2015,3.0,"3- B,S,C","sweet, fatty, roasty"
1521,2015,3.5,"3- B,S,C","grassy, woody, sweet"
1522,2016,3.25,"3- B,S,C","intense, sour, tart"
1523,2017,3.0,"2- B,S","earthy, tobacco, ashey"
1524,2018,3.5,"3- B,S,C","complex, creamy, cherry"
1525,2018,3.0,"3- B,S,C","off notes, rubbery, hammy"
1526,2018,3.25,"3- B,S,C","sweet, spicy, dirty"
1527,2016,2.75,"3- B,S,C","smokey, dirty, sour"
1528,2021,3.25,"3- B,S,C","smoked nuts, tang"
1529,2021,3.5,"3- B,S,C","mild orange, herbaceous"
1530,2021,2.75,"3- B,S,C","earthy, musty, sweet"
1531,2021,2.75,"3- B,S,C","floral, earthy, acidic, harsh"
1532,2021,3.25,"3- B,S,C","delicate, nutty, butterscotch"
1533,2016,3.25,"2- B,S","earthy, coffee, roasty"
1534,2018,2.75,"2- B,S","dried fruit, woody, dirty"
1535,2012,3.5,"3- B,S,C",citrus
1536,2012,3.5,"3- B,S,C","roasty, coffee"
1537,2012,3.5,"3- B,S,C","cocoa, spice, late sour"
1538,2012,3.5,"3- B,S,C","sticky, pepper, cinamon, rich"
1539,2012,3.0,"3- B,S,C","creamy, fatty, black pepper"
1540,2012,3.5,"3- B,S,C","melon, roasty"
1541,2013,3.5,"3- B,S,C","fatty, heavy roast, nutty"
1542,2015,3.25,"2- B,S","long, mild honey, rich cocoa"
1543,2015,3.5,"2- B,S","roasty, rich, coffee, nut"
1544,2015,3.75,"2- B,S",spicy and fragrant
1545,2018,3.5,"3- B,S,C","fatty, roasty, nutty"
1546,2010,3.0,"3- B,S,C","intense orange, floral"
1547,2010,3.0,"3- B,S,C","chewy, earthy, spicy"
1548,2010,3.25,"3- B,S,C","cocoa, earth, wheat"
1549,2010,3.5,"3- B,S,C","intense, dark berry, cocoa"
1550,2013,2.25,"4- B,S,C,V","waxy, rubber, medicinal"
1551,2013,2.5,"4- B,S,C,V","fatty, rubber, medicinal"
1552,2016,2.75,"3- B,S,C","sticky, pungent, off note"
1553,2016,3.0,"3- B,S,C","sandy, earthy, sweet edge"
1554,2016,3.25,"3- B,S,C","sandy, mild floral, mild nutty"
1555,2010,2.75,"2- B,S","sticky, woody, musty"
1556,2010,3.0,"2- B,S","dry, sticky, nutty, earthy"
1557,2010,3.25,"2- B,S","sticky, earthy, coffee"
1558,2011,3.5,"2- B,S","rich cocoa, coffee, roasty"
1559,2011,3.0,"2- B,S","sandy, strawberry, sour"
1560,2011,3.0,"2- B,S","dry, sandy, intense, berry"
1561,2011,2.75,"2- B,S","gritty, high astringent, sour"
1562,2011,3.5,"2- B,S","gritty, tangy, cocoa"
1563,2011,2.75,"2- B,S","gritty, sticky, smoke,hammy"
1564,2011,3.0,"2- B,S","orange,lemon,coffee ground"
1565,2011,3.25,"2- B,S","dry, gritty, red berry, coffee"
1566,2011,3.75,"2- B,S","gritty, raspberry, sour"
1567,2012,3.5,"2- B,S","gritty, fruit, tart, rich"
1568,2012,2.5,"2- B,S","gritty, overly tart, sour"
1569,2012,2.75,"2- B,S","gritty, sour, sweet"
1570,2014,3.75,"2- B,S","tart, deep choco"
1571,2015,3.0,"2- B,S","mild bitter, citrus, intense"
1572,2015,3.25,"2- B,S","green, vegetal, mild spice"
1573,2013,3.5,"3- B,S,C","sticky, butterscotch, nutty"
1574,2013,4.0,"3- B,S,C","sticky, red fruit"
1575,2013,4.0,"3- B,S,C","creamy, grassy, smoke, nut"
1576,2013,3.75,"3- B,S,C","nutty, fruity, spicy"
1577,2021,3.5,"3- B,S,C","sweet, banana, mild sour orange"
1578,2014,3.25,"2- B,S","heavy roast, smoke"
1579,2014,3.25,"2- B,S","roasty, coffee"
1580,2014,3.25,"2- B,S","intense, burnt, bitter, spice"
1581,2014,3.5,"3- B,S,C","sweet, cherry, cream, raisin"
1582,2020,3.0,"3- B,S,C","nutty, cheese, savory"
1583,2020,3.25,"3- B,S,C","sweet edge, sour fruit"
1584,2020,3.0,"3- B,S,C","roasty, hammy, dirty"
1585,2016,3.0,"2- B,S","gritty, sweet, earthy"
1586,2020,2.5,"3- B,S,C","musty, woody, rubbery, roasty"
1587,2020,3.25,"3- B,S,C","cocoa, strawberry"
1588,2014,2.5,"2- B,S","pungent, off"
1589,2014,2.75,"2- B,S","molasses, sweet, choco"
1590,2014,3.0,"2- B,S","spicy, metallic, molasses"
1591,2014,3.0,"2- B,S","fatty, sligthly bland, earthy"
1592,2014,3.5,"2- B,S","high roast, nutty, deep choco"
1593,2019,2.5,"2- B,S*","floral, earthy, bitter"
1594,2019,2.75,"2- B,S*","dry, floral, dirty, coconut"
1595,2019,3.25,"2- B,S*","smooth, coconut, cocoa"
1596,2019,3.25,"2- B,S*","creamy, coconut, cocoa"
1597,2012,2.5,"4- B,S,C,L","sticky, tart, slight burnt"
1598,2012,2.5,"4- B,S,C,L","uneven, smokey, hammy"
1599,2022,2.5,"4- B,S,C,L","chewy, woody, off notes"
1600,2014,3.25,"3- B,S,C","intense, ham, butterscotch"
1601,2014,3.5,"3- B,S,C","intense, grassy, spicy, rich"
1602,2014,3.25,"3- B,S,C","acidic, pomegrant, brownie"
1603,2014,3.5,"3- B,S,C","dried fruit, rich cocoa"
1604,2015,2.75,"3- B,S,C","fatty, bitter, woody, roasty"
1605,2015,3.0,"3- B,S,C","dairy, caramel"
1606,2018,2.5,"3- B,S,C","earthy, floral, rubbery"
1607,2014,3.0,"3- B,S,C","fatty, creamy, olive"
1608,2014,3.5,"3- B,S,C","creamy, fatty, mild cherry"
1609,2018,3.25,"3- B,S,C","roasty/smokey, high acidity"
1610,2018,3.75,"3- B,S,C","dried fruit, mild hammy"
1611,2015,3.5,"3- B,S,V","accesible, simple cocoa note"
1612,2018,3.5,"3- B,S,C","grape, mild smoke, sandy"
1613,2022,3.0,"3- B,S,C","pungent, grape, apricot"
1614,2006,2.0,"4- B,S,C,V","sweet, crisp nibs"
1615,2006,2.0,"4- B,S,C,V",bitter coffee flavor
1616,2006,3.0,"4- B,S,C,V","creamy, licorice, herbs"
1617,2006,3.75,"4- B,S,C,V","creamy, raisins, licorice"
1618,2006,3.75,"4- B,S,C,V","grapefruit, spices"
1619,2006,3.75,"4- B,S,C,V",tropical fruit and mild smoke
1620,2006,2.0,"4- B,S,C,V","smooth, bold, bitter"
1621,2007,3.5,"4- B,S,C,V","cocoa, orange"
1622,2007,3.5,"4- B,S,C,V","creamy, smoke, raspberry"
1623,2012,3.75,"4- B,S,C,V","raisins, melon"
1624,2017,3.25,"4- B,S,C,V","sandy, earthy, fatty"
1625,2019,3.0,"4- B,S,C,V","sandy, grits, nutty, vanilla"
1626,2019,3.5,"4- B,S,C,V","dairy, cocoa, fatty, apple"
1627,2012,1.5,"4- B,S*,C,Sa","chemical, salt, wtf"
1628,2012,2.0,"4- B,S*,C,Sa","sticky, cardboard,why bother"
1629,2012,2.5,"4- B,S*,C,Sa","leather, salt"
1630,2013,2.5,"3- B,S*,Sa","molassses, palm, spicy"
1631,2013,3.25,"4- B,S,C,Sa","strawberry, cream, spice"
1632,2015,3.5,"3- B,S,C","woody, lemon, mild bitter"
1633,2015,3.5,"3- B,S,C","black pepper, dairy"
1634,2015,3.75,"3- B,S,C","spicy, rich, mint"
1635,2015,3.75,"3- B,S,C","nutty, grassy, woody"
1636,2015,3.25,"3- B,S,C","banana, melon, fatty"
1637,2015,3.5,"3- B,S,C","rum, herbal, rich"
1638,2018,3.0,"3- B,S,C","fatty, simple"
1639,2018,3.25,"3- B,S,C","candy spices, sweet"
1640,2018,3.5,"3- B,S,C","grape, cocoa"
1641,2018,3.25,"3- B,S,C","complex, true to origin"
1642,2012,3.5,"4- B,S,C,V","wine, brownie batter"
1643,2013,2.5,"4- B,S,C,V","unrefined, burnt nuts, vanilla"
1644,2019,3.0,"3- B,S,C","sandy, nutmeg, astringent"
1645,2019,3.0,"3- B,S,C","dry, sandy, empty, sweet"
1646,2019,3.0,"3- B,S,C","dry, sandy, dirt, empty"
1647,2021,2.75,"3- B,S,C","sandy, green, grassy, harsh"
1648,2021,3.0,"3- B,S,C","unripe fruit, sour, watery"
1649,2021,3.0,"3- B,S,C","sandy, bitter, sour fruit"
1650,2018,3.5,"2- B,S","cocoa, mild pear, sticky"
1651,2018,3.0,"2- B,S","intense, sour, hammy"
1652,2018,3.25,"2- B,S","cocounut, late sour"
1653,2018,3.75,"2- B,S","grape, thick, chewy"
1654,2010,2.75,"3- B,S,C","dry, coffee notes from roaster"
1655,2019,2.75,"3- B,S,C","sandy, harsh, floral"
1656,2016,3.5,"2- B,S","gritty, sweet, earty"
1657,2017,3.0,"2- B,S","few grits, intense smoke"
1658,2017,3.25,"2- B,S","tangy, roasty, ham"
1659,2017,3.5,"3- B,S,C","sweet, licoric"
1660,2017,3.5,"2- B,S","slight grainy, roasty, spicy"
1661,2019,3.75,"3- B,S,C","complex, fruit, nut, rich"
1662,2020,3.5,"3- B,S,C","sour fig, cocoa, creamy, fatty"
1663,2015,3.5,"2- B,S","coarse, smokey, citrus"
1664,2016,3.75,"2- B,S","sticky, blackberry, acidic"
1665,2019,3.0,"3- B,S,C","powdery, intense, floral"
1666,2012,2.5,"3- B,S,C","vanilla, artificial, sweet"
1667,2010,2.75,"3- B,S,C","rough, sweet, dairy, vanilla"
1668,2013,3.25,"3- B,S,C",basic cocoa
1669,2013,3.0,"3- B,S,C","strawberry, blueberry"
1670,2018,3.0,"2- B,S",earthy
1671,2018,2.5,"3- B,S,C","dirty, rubbery, spicy"
1672,2019,3.5,"2- B,S","dark berry, earthy"
1673,2019,3.0,"3- B,S,C","roasty, honey, sweet"
1674,2019,3.75,"2- B,S","cocoa, fig, classic"
1675,2021,2.75,"3- B,S,C","creamy, off note, rubbery, petro"
1676,2021,3.25,"3- B,S,C","dark fruit, slight harsh molasses"
1677,2015,3.0,"2- B,S","overly intense, tart, red fruit"
1678,2015,2.75,"2- B,S","intense, smokey, floral"
1679,2015,3.25,"2- B,S","dry, nutty, fruity"
1680,2011,2.75,"2- B,S","unrefined, hay, sweet"
1681,2011,2.75,"2- B,S","unrefined, bright berry, sweet"
1682,2018,3.25,"3- B,S,C","fatty, floral, spicy"
1683,2016,3.5,"2- B,S","earthy, spicy, cocoa"
1684,2021,3.5,"3- B,S,C","black tea, floral"
1685,2014,3.25,"3- B,S,C","smoke, ham, sour milk"
1686,2018,3.25,"3- B,S,C","chalky, powdery, molasses"
1687,2021,3.75,"2- B,S","intense, floral, cocoa,long lasting"
1688,2021,3.5,"3- B,S,C","licorice, cocoa"
1689,2015,3.25,"3- B,S,C","spicy, smoke, sour"
1690,2015,3.5,"3- B,S,C","spicy, sweet, fragrant"
1691,2015,3.5,"3- B,S,C","spicy, fragrant, bitter"
1692,2020,3.0,"3- B,S,C","light color, spicy, sweet, sour"
1693,2015,3.5,"3- B,S,C","grassy, spicy, sweet"
1694,2015,3.5,"3- B,S,C","sweet, rich"
1695,2018,3.5,"2- B,S","Fruity, Roasty"
1696,2016,2.75,"2- B,S","gritty, sweet, earthy"
1697,2016,2.75,"2- B,S","dry, earthy, atypical"
1698,2016,2.75,"2- B,S","sweet, molasses, gritty"
1699,2016,3.0,"2- B,S","gritty, tart, molasses"
1700,2013,2.5,"3- B,S,C","too sweet, earthy, off notes"
1701,2013,3.0,"3- B,S,C","earthy, spicy, cocoa"
1702,2012,2.5,"4- B,S,C,V","sandy, oranges"
1703,2013,3.75,"4- B,S,C,L","sandy, floral, spice, roasty"
1704,2013,3.75,"4- B,S,C,L","orange, floral, caramel"
1705,2014,3.25,"4- B,S,C,L","sandy, intense, tropical fruit"
1706,2014,2.75,"4- B,S,C,L","coarse, sweet, minty"
1707,2014,3.0,"4- B,S,C,L","coarse, sweet"
1708,2019,3.25,"3- B,S,C","bold, savory, creamy"
1709,2019,2.75,"3- B,S,C","strong, rubbery, woody, sweet"
1710,2013,3.5,"3- B,S,C","sandy, spicy, earthy"
1711,2014,2.25,"2- B,S","metallic, medicinal, pungent"
1712,2014,2.5,"2- B,S*","grassy, dirt, mild spice"
1713,2014,2.5,"2- B,S","intense, pungent, sour fruit"
1714,2014,3.5,"3- B,S,C","brownie, toffee"
1715,2018,3.25,"2- B,S","dry, sandy, sweet, acidic"
1716,2006,2.0,"5- B,S,C,V,L","non descript, poor aftertaste"
1717,2006,2.75,"5- B,S,C,V,L","grassy, earthy, burnt"
1718,2006,3.0,"5- B,S,C,V,L","pastey, complex, coffee,vanilla"
1719,2007,1.0,"5- B,S,C,V,L","pastey, strong off flavor"
1720,2008,3.75,"5- B,S,C,V,L","complex, intense banana"
1721,2010,2.5,"5- B,S,C,V,L","gritty, vanilla, non-descript"
1722,2015,2.25,"2- B,S","molasses, nut, roasty, bitter"
1723,2015,2.75,"2- B,S","molasses, rum, tea"
1724,2015,3.0,"2- B,S","molasses, bright fruit"
1725,2015,3.0,"2- B,S","molasses, malt, raisin"
1726,2018,3.0,"2- B,S",notes from sugar
1727,2022,3.25,"3- B,S,C","molasses, dried fruit"
1728,2022,3.0,"3- B,S,C","molasses, earthy, flat"
1729,2013,2.75,"3- B,S,C","spicy, red fruit, raisins"
1730,2013,3.5,"3- B,S,C","single note, spicy"
1731,2019,3.75,"3- B,S,C","floral, cocoa, creamy"
1732,2018,3.0,"3- B,S,C","pungent, grape, sour"
1733,2018,3.0,"3- B,S,C","sweet, melon notes"
1734,2018,2.75,"3- B,S,C","spicy, vanilla, sweet"
1735,2018,3.0,"3- B,S,C","basic cocoa, sour ending"
1736,2019,2.75,"3- B,S,C","sour, rubbery, off"
1737,2019,3.25,"3- B,S,C","strong base cocoa, rubber"
1738,2014,3.0,"4- B,S*,V,L","nutty, high roast, spice"
1739,2014,3.0,"4- B,S*,V,L","coconut, mild metallic"
1740,2014,3.25,"4- B,S*,V,L","roasty, mild orange"
1741,2012,3.0,"3- B,S,C","sweet, candy like, dairy"
1742,2012,3.0,"3- B,S,C","sweet, spicy, cocoa"
1743,2022,3.5,"2- B,S","orange,citrus, high astringency"
1744,2022,3.25,"2- B,S","sl. Burnt, nutty, fruit in back"
1745,2022,3.75,"2- B,S","delicate, coffee, caramel"
1746,2022,3.0,"2- B,S","sl. sweet, basic cocoa"
1747,2022,3.0,"2- B,S","grass, tobacco"
1748,2022,3.5,"2- B,S","tart, lemony , high astringency"
1749,2012,3.0,"2- B,S","woody, coffee,roasted cherry"
1750,2012,2.75,"2- B,S","fatty, honey, earthy"
1751,2012,3.25,"2- B,S","sandy, strawberries"
1752,2015,3.75,"2- B,S","rich, cherry, smoke, cocoa"
1753,2015,2.75,"2- B,S","earthy, roasted nuts"
1754,2015,3.0,"2- B,S","intense, slightly burnt"
1755,2015,3.5,"2- B,S","fruity, sour, high astringent"
1756,2015,3.75,"2- B,S","rich, mild smoke, red fruit"
1757,2020,3.0,"3- B,S,C","cocoa, nut, dried fruit, rubbery"
1758,2020,3.25,"3- B,S,C","spicy, cocoa, hammy"
1759,2016,3.5,"3- B,S,C","nutty, banana, cocoa"
1760,2010,2.5,"5- B,S,C,V,L","grassy, vanilla, burnt"
1761,2015,3.75,"2- B,S","creamy, roasty, mild grape"
1762,2019,3.75,"2- B,S","intense grapes, sweet cocoa"
1763,2015,3.75,"3- B,S,C","melon, earthy, tobacco"
1764,2015,4.0,"3- B,S,C","peanut butter, raspberry"
1765,2014,2.75,"2- B,S","smoke, sour fruit, hammy"
1766,2014,3.0,"2- B,S","smoke, sour fruit, hammy"
1767,2014,3.25,"2- B,S","intense, bitter, sour, smokey"
1768,2014,3.5,"2- B,S","smokey, intense, coffee"
1769,2016,2.75,1- B,"bitter, intense, nutty"
1770,2016,3.5,"2- B,S","cocoa, roasty, nutty"
1771,2020,3.0,"2- B,S","damp woody, leather, cocoa"
1772,2020,3.0,"2- B,S","sour banana, muted"
1773,2020,3.25,"2- B,S","dominant hazelnut, fudge"
1774,2020,3.25,"2- B,S","intense tart, sourness"
1775,2020,3.75,"2- B,S","silky smooth, cherry, cocoa"
1776,2020,3.25,"2- B,S","walnut, tobacco, grassy"
